id_student,negative_sentiment_ratio,negative_post_count
43011,0.5,1
43273,0.6666666666666666,2
43284,0.0,0
43430,0.0,0
43564,0.6666666666666666,2
43958,0.42857142857142855,3
45423,0.5,1
45462,0.5,1
45642,0.3333333333333333,1
45664,0.42857142857142855,3
46016,1.0,1
46048,0.0,0
46148,0.3333333333333333,1
46605,0.75,3
46633,0.5,1
46705,0.0,0
46753,0.6666666666666666,2
46812,1.0,2
46844,1.0,1
47061,0.3333333333333333,1
47063,0.5,2
47855,0.5,2
47861,0.0,0
47891,0.0,0
47924,0.0,0
48040,1.0,2
48152,0.5,1
48503,1.0,3
48635,0.4,4
49095,0.2,1
49119,0.0,0
49123,0.25,1
49530,1.0,1
49670,0.5,2
50069,0.25,1
50263,0.8333333333333334,5
50309,0.5,2
50476,0.0,0
50487,0.3333333333333333,1
50610,0.75,3
50619,1.0,2
50993,0.5,2
51030,0.2,1
51033,0.8,4
51153,0.0,0
51163,0.3333333333333333,1
51253,0.6666666666666666,2
51301,1.0,3
51485,0.6666666666666666,2
51576,0.4,4
51955,0.0,0
52014,1.0,2
52130,0.6,3
52275,0.4,2
52426,0.0,0
52494,0.4,2
52702,0.4,2
52765,0.75,3
52797,0.6666666666666666,2
52899,0.0,0
53025,0.6,3
53136,0.25,1
53166,0.4,2
53197,0.6,3
53236,0.2,1
53300,0.75,3
53360,0.25,1
53488,0.3333333333333333,1
53626,0.25,1
53632,0.4,2
53709,0.5,3
53895,0.5,1
54062,0.5,4
54388,0.75,3
54391,0.0,0
54739,0.0,0
54772,0.0,0
54810,0.0,0
54867,0.0,0
54882,0.3333333333333333,1
55013,1.0,1
55026,0.5,1
55104,0.75,3
55242,1.0,1
55419,0.75,3
55450,0.2,1
55968,0.0,0
56340,0.0,0
56637,0.0,0
56667,0.0,0
56789,0.0,0
57079,0.8,4
57227,0.2,1
57285,0.6,3
57340,0.2,1
57359,0.0,0
57369,0.0,0
57506,0.0,0
57818,0.0,0
57844,0.3333333333333333,1
58071,0.0,0
58077,0.6,3
58089,0.8,4
58221,0.5,1
58316,1.0,1
58520,0.6666666666666666,2
58549,0.0,0
58617,0.0,0
58640,0.5,1
58653,0.8,4
58731,0.0,0
58873,0.75,3
58884,0.3333333333333333,1
59185,0.4,2
59272,0.6,3
59275,0.0,0
59370,0.2,1
59541,0.5,2
59725,1.0,1
60135,0.6666666666666666,2
60162,0.75,3
60405,1.0,2
60416,0.75,3
60519,0.25,1
60809,1.0,2
60830,1.0,1
61118,0.0,0
61227,0.5,2
61236,0.6,3
61297,0.2,1
61352,0.0,0
61911,0.0,0
62034,0.0,0
62155,1.0,1
62278,0.5,2
62487,0.3333333333333333,1
62631,0.6666666666666666,2
62975,0.6,3
63015,0.6,3
63044,0.4,2
63112,0.5,4
63165,0.2,1
63295,0.5,1
63371,0.75,3
63400,0.2,1
63467,0.75,3
63566,0.2,1
63721,0.5,2
63827,0.6666666666666666,2
63856,0.0,0
63949,0.0,0
63958,0.4,2
64246,0.0,0
64275,0.4,2
64296,0.3333333333333333,2
64388,0.5,1
64427,0.6,3
64450,1.0,1
64767,0.5,1
64777,0.0,0
64901,0.8,4
65002,0.0,0
65656,0.75,3
65807,0.1111111111111111,1
66047,1.0,4
66254,0.4,2
66451,0.0,0
66577,0.5,2
66579,0.2,1
66713,1.0,1
66892,0.6,3
67182,0.5,2
67471,0.6,3
67505,0.6666666666666666,2
67539,0.25,1
67602,1.0,3
67685,0.4,2
67781,0.25,1
67785,0.0,0
67863,0.25,1
67986,0.5,2
68011,0.0,0
68107,0.2,1
68208,0.0,0
68376,0.6666666666666666,2
68417,0.0,0
68556,1.0,2
69239,0.3333333333333333,2
69346,0.5,1
69439,0.3333333333333333,1
69489,0.5,5
69491,0.25,1
69494,0.6,3
69703,0.2,1
69843,1.0,1
70011,1.0,2
70214,0.75,3
70381,0.8,4
70464,0.25,1
70495,0.25,1
70537,0.0,0
70569,1.0,3
70608,1.0,1
70750,0.3333333333333333,1
70771,1.0,2
70827,1.0,1
71159,1.0,1
71209,0.25,1
71252,0.6,3
71275,0.0,0
71361,0.6666666666666666,2
71433,0.8,4
71504,0.2,1
71578,0.6666666666666666,2
71676,0.25,1
71723,0.5,1
71897,0.0,0
72057,1.0,1
72070,0.0,0
72114,1.0,3
72349,0.5,1
72400,0.0,0
72451,1.0,2
72609,0.0,0
72693,0.25,1
72864,0.6,3
73019,0.5,1
73489,0.0,0
73584,0.0,0
73664,0.0,0
73874,1.0,2
74113,0.25,1
74130,0.25,1
74165,1.0,3
74169,0.75,3
74290,0.3333333333333333,3
74372,0.6,3
74502,0.0,0
74521,0.5,2
74524,1.0,1
74574,0.5,1
74585,0.3333333333333333,1
74695,0.6666666666666666,2
74734,0.8,4
75091,0.0,0
75107,0.6,3
75118,0.2,1
75255,1.0,2
75309,0.125,1
75399,0.5,2
75427,0.6666666666666666,2
75442,1.0,4
75454,0.2,1
75469,0.25,1
75728,0.0,0
76081,0.6,3
76196,0.5,1
76536,0.3333333333333333,1
76579,0.4,2
76949,0.6,3
77241,0.75,3
77367,0.6666666666666666,2
77692,0.75,3
77744,0.0,0
77746,0.4,2
77763,0.0,0
77845,0.5,2
77995,0.75,3
77998,0.6,3
78170,0.0,0
78255,0.7142857142857143,5
78645,0.8,4
79261,0.5,1
79378,0.0,0
79403,0.5,1
79461,0.25,1
79610,1.0,2
79683,0.4,2
80001,0.2,1
80243,0.0,0
80329,0.46153846153846156,6
80358,0.4,2
80438,1.0,2
80448,0.8,4
80491,0.8,4
80717,1.0,1
80745,0.5,1
80775,0.5,1
80868,0.0,0
80886,1.0,1
81216,0.25,1
81351,1.0,1
81536,0.0,0
81754,0.4,2
82088,0.3333333333333333,1
82201,0.2,1
82341,0.3333333333333333,1
82535,0.4,2
82556,0.5,2
82575,0.0,0
82611,0.0,0
82741,0.6,3
82817,0.5,1
83219,0.4,2
83254,0.3333333333333333,1
83453,0.6,3
83553,0.4,2
83588,0.0,0
83603,0.0,0
84051,0.0,0
84245,0.5,1
84299,0.2,1
84541,1.0,3
84576,0.0,0
84604,0.0,0
84605,0.0,0
84664,0.3333333333333333,1
84812,0.0,0
85092,0.6,3
85144,0.0,0
85216,1.0,1
85241,0.0,0
85302,0.3333333333333333,1
85304,0.25,1
85325,0.5,2
85874,0.0,0
86047,0.5,1
86291,0.16666666666666666,1
86538,0.4,2
86669,0.6,3
87042,0.5,1
87107,0.75,3
87152,0.75,3
87264,0.8,4
87322,0.6666666666666666,2
87431,0.5,1
87604,0.5,1
87732,0.2,1
87929,0.6,3
88340,0.2,1
88439,0.25,1
88490,0.0,0
88568,0.5,1
88580,0.3333333333333333,1
88758,0.5,2
88781,0.2,1
88910,0.0,0
88957,1.0,2
89051,1.0,1
89092,0.3333333333333333,1
89188,0.2,1
89545,0.0,0
89727,0.3333333333333333,1
89778,0.2,1
89850,1.0,2
89895,0.0,0
89904,1.0,2
90243,1.0,1
90361,0.5,1
90537,1.0,2
90651,1.0,1
90836,1.0,1
90901,0.0,0
90979,0.25,1
91040,0.6,3
91041,0.4,2
91164,0.0,0
91265,0.8,4
91322,0.0,0
91354,0.5,2
91470,0.4,2
91629,0.4,2
91801,0.5,2
92103,0.4,2
92166,0.5,2
92274,0.5,3
92312,0.0,0
92341,0.0,0
92391,0.0,0
92775,0.6666666666666666,2
92832,0.3333333333333333,1
92947,0.5,2
92993,0.4,2
93925,0.3333333333333333,1
94484,0.3333333333333333,1
94616,0.5,1
94749,0.4,2
94923,0.0,0
94961,0.4444444444444444,4
94964,0.0,0
94978,0.5,1
95356,0.4,2
95746,0.5,2
95755,0.0,0
95906,1.0,2
96117,0.75,3
96291,0.5,2
96423,0.5,1
96475,0.8,4
96538,0.6666666666666666,2
96592,0.6666666666666666,2
96729,1.0,1
96864,0.6,3
96873,0.5,2
96874,0.5,3
96945,1.0,1
97006,0.4,2
97154,0.5,1
97486,0.4,2
97567,0.6666666666666666,2
97865,0.0,0
97939,0.75,3
98094,0.3333333333333333,1
98256,0.0,0
98268,0.3333333333333333,1
98313,0.0,0
98452,0.0,0
98720,0.25,1
98842,0.5,1
99075,0.8,4
99088,0.0,0
99151,0.5,1
99609,0.3333333333333333,1
99670,0.4,2
99799,0.0,0
99993,1.0,1
100064,0.5,1
100282,0.4,2
100561,0.0,0
100621,0.0,0
100758,1.0,2
100788,0.2222222222222222,2
100893,0.5,2
101116,0.0,0
101187,0.6,3
101217,0.6,3
101279,0.25,1
101306,0.25,1
101414,0.4,2
101420,1.0,3
101634,1.0,2
101700,0.5,2
101781,0.25,1
102028,0.3333333333333333,1
102067,1.0,1
102209,0.0,0
102221,0.75,3
102343,0.0,0
102806,1.0,1
102849,0.25,1
102850,0.0,0
102854,0.0,0
102952,0.3333333333333333,1
103496,0.4,2
103535,0.0,0
103594,0.6666666666666666,2
103800,0.0,0
103891,0.0,0
103904,0.0,0
103998,0.4,2
104054,1.0,1
104213,0.0,0
104215,0.5,2
104238,1.0,1
104316,0.2,1
104476,0.4,2
104480,0.0,0
104643,1.0,2
104772,0.75,3
105125,0.25,1
105168,0.5,2
105413,0.25,1
105523,0.6666666666666666,4
105527,0.2,1
105629,0.75,3
105851,0.6666666666666666,2
105883,0.5,1
105939,0.8,4
106095,0.2,1
106247,1.0,1
106383,0.25,1
106553,0.0,0
106577,0.5,1
106588,0.75,3
106690,0.0,0
106747,0.0,0
106793,0.0,0
107028,0.0,0
107084,0.5,1
107162,0.4,2
107339,0.4,2
107455,0.0,0
107489,1.0,1
107713,0.0,0
107883,0.5,1
107955,1.0,2
108118,1.0,1
108207,0.6666666666666666,2
108275,1.0,1
108281,0.5,1
108330,0.5,1
108377,0.3333333333333333,1
108497,0.3333333333333333,1
108565,0.0,0
108589,0.3333333333333333,1
108760,0.0,0
108789,0.75,3
108799,0.2,1
108822,0.0,0
108834,0.4,2
108859,0.6,3
108872,1.0,3
108947,0.0,0
108949,0.0,0
109155,1.0,1
109372,0.5,2
109441,0.0,0
109577,0.125,1
109772,0.3333333333333333,1
109782,0.0,0
109907,0.5,1
109938,1.0,1
110085,1.0,2
110116,0.6666666666666666,2
110175,0.6666666666666666,2
110200,1.0,1
110461,0.3333333333333333,1
110524,0.0,0
110529,0.8,4
110640,0.5,2
110789,0.3333333333333333,1
110820,1.0,2
110881,0.3333333333333333,3
110911,0.8,4
111113,0.0,0
111360,0.5714285714285714,4
111383,1.0,1
111415,0.0,0
111512,0.4,2
111548,0.5,1
111678,0.0,0
111717,0.25,1
111775,0.4,2
111926,0.375,3
111942,1.0,1
111959,0.6666666666666666,2
112010,0.25,1
112245,0.6,3
112441,0.4,2
112454,0.5,2
113295,0.3333333333333333,1
113487,0.3333333333333333,1
113565,0.8,4
113698,0.6666666666666666,2
113702,0.0,0
113824,0.0,0
114017,0.4,2
114367,0.5,2
114402,0.4,2
114500,0.4,2
114558,0.6,3
114999,0.25,1
115373,1.0,2
115452,0.2,1
115875,0.0,0
116174,0.3333333333333333,1
116290,1.0,1
116319,0.5,2
116499,0.5,1
116518,0.6,3
116529,0.6666666666666666,2
116541,0.0,0
116603,0.3333333333333333,1
116606,0.25,1
116621,0.4,2
116631,0.0,0
116692,0.0,0
116763,0.6,3
116808,0.6,3
117071,0.0,0
117197,0.0,0
117232,0.6,3
117281,0.6,3
117435,0.14285714285714285,1
117510,0.2,1
117544,0.6,3
117545,0.5,1
117550,0.5,2
117699,0.0,0
117818,0.3333333333333333,1
117862,0.6666666666666666,2
117939,0.0,0
117969,0.4,2
118050,0.4,2
118098,0.3333333333333333,1
118176,1.0,5
118213,0.0,0
118474,1.0,1
118479,1.0,3
118532,0.0,0
118578,1.0,2
118668,0.0,0
118877,0.0,0
118887,0.4,2
118983,0.2,1
119310,0.0,0
119353,0.2857142857142857,2
119437,0.0,0
119444,0.375,3
119471,1.0,1
119729,1.0,1
119865,0.6666666666666666,2
119898,0.4,2
119902,0.0,0
120236,0.0,0
120611,0.3333333333333333,1
120994,0.6666666666666666,2
120999,0.5,1
121000,0.6,3
121056,0.6666666666666666,2
121163,0.4,2
121182,0.75,3
121349,0.0,0
121390,0.2,1
121574,0.25,1
122337,0.0,0
122392,0.3333333333333333,1
122459,0.0,0
122524,0.6666666666666666,2
122636,0.4,2
122739,0.5,2
122846,0.3333333333333333,1
122928,0.25,1
123044,0.75,3
123053,0.75,3
123087,0.25,1
123183,0.25,1
123270,0.6666666666666666,2
123379,0.3333333333333333,1
123462,1.0,2
123497,0.2,1
123598,0.7,7
123716,0.6666666666666666,2
123860,0.0,0
123957,0.2,2
124006,0.3333333333333333,1
124018,0.6,3
124064,0.3333333333333333,1
124124,0.5,1
124134,0.4,2
124193,0.5,2
124210,0.4,2
124304,1.0,1
124379,0.6666666666666666,2
124387,1.0,1
124711,0.4444444444444444,4
124728,0.0,0
124847,0.6666666666666666,2
124909,0.3333333333333333,1
124944,1.0,1
125018,0.0,0
125055,0.5,2
125063,0.2,1
125407,0.3333333333333333,1
125535,0.4,2
125619,0.0,0
125677,0.0,0
125777,0.6,3
125830,0.6666666666666666,2
125874,0.2,1
125996,0.3333333333333333,1
126074,0.0,0
126088,0.0,0
126322,0.6,3
126337,0.2857142857142857,2
126394,0.5,2
126395,0.3333333333333333,1
126411,0.0,0
126450,0.0,0
126608,0.75,3
126713,0.4,2
126769,0.2,1
126800,0.6,3
126812,0.2,1
126912,0.2,1
127179,0.0,0
127209,0.2,1
127580,0.5,1
127582,0.0,0
127642,0.0,0
127988,0.3333333333333333,1
128072,1.0,1
128132,0.5,1
128142,0.5,1
128348,1.0,1
128386,0.0,0
128510,0.16666666666666666,1
128656,0.6666666666666666,2
128678,0.4,2
128723,0.6,3
128776,0.5,1
128791,0.2,1
128817,1.0,4
128889,0.25,1
128929,0.5,1
128965,0.42857142857142855,3
128968,0.0,0
128971,0.0,0
129198,0.6666666666666666,4
129212,0.2,1
129638,0.0,0
129878,0.0,0
129907,1.0,1
129955,0.0,0
129989,0.75,3
130003,0.6666666666666666,2
130013,0.6666666666666666,2
130034,0.0,0
130403,1.0,1
130409,0.5,2
130467,0.0,0
130547,0.5,1
130636,0.25,1
130658,0.4,2
130671,0.4,4
130837,0.0,0
130992,0.25,1
131051,0.0,0
131145,0.3333333333333333,3
131152,0.4,2
131222,0.3333333333333333,2
131235,0.75,3
131272,1.0,2
131314,0.0,0
131390,0.3333333333333333,1
131538,0.0,0
131597,0.4,2
131609,0.0,0
131612,0.6666666666666666,2
131663,0.5,1
131695,0.6666666666666666,4
131776,0.0,0
131820,0.3333333333333333,1
131933,0.6666666666666666,6
132055,0.5,1
132123,0.3333333333333333,1
132157,0.25,2
132191,0.25,1
132401,0.0,0
132423,0.3333333333333333,1
132453,0.2,1
132475,0.6666666666666666,2
132477,0.75,3
132511,0.25,1
132626,0.4,2
132924,0.2,1
132932,0.3333333333333333,1
132972,0.5,1
132976,1.0,1
133019,1.0,1
133068,0.75,3
133104,0.7142857142857143,5
133155,0.2,1
133185,0.25,1
133269,0.4,2
133322,0.2,1
133365,1.0,4
133419,0.0,0
133531,0.5,1
133718,0.5,2
133748,1.0,1
133816,1.0,2
133922,0.6,3
134025,0.5,1
134123,0.5,2
134143,0.5,1
134188,0.3333333333333333,1
134190,0.75,3
134212,0.0,0
134243,0.0,0
134260,1.0,3
134336,0.3333333333333333,1
134563,0.5,2
134578,0.0,0
134721,0.3333333333333333,1
134847,0.6666666666666666,4
134851,0.0,0
134920,0.5,1
134982,0.42857142857142855,3
135075,0.0,0
135280,0.5,2
135330,0.4444444444444444,4
135331,0.0,0
135335,0.5714285714285714,4
135385,1.0,2
135400,0.42857142857142855,3
135471,0.5,1
135763,0.5,2
135792,0.3333333333333333,1
135999,0.3333333333333333,1
136054,0.0,0
136135,0.0,0
136335,1.0,2
136793,0.0,0
136894,0.25,1
136944,0.2,2
137150,0.5,2
137281,1.0,3
137603,0.3333333333333333,1
137873,0.5,1
137903,0.3333333333333333,1
138204,0.0,0
138289,0.75,3
138407,0.0,0
138416,0.5,2
138704,1.0,2
138709,0.75,3
138710,1.0,1
138715,0.42857142857142855,3
138861,0.0,0
138920,0.0,0
138997,0.0,0
139033,0.0,0
139190,0.3333333333333333,2
139206,0.6666666666666666,2
139250,0.0,0
139278,0.3333333333333333,1
139329,0.6666666666666666,2
139455,1.0,2
139549,0.0,0
139701,0.25,1
139843,0.3333333333333333,1
139949,0.6,3
140060,0.0,0
140108,1.0,3
140518,0.0,0
140719,1.0,1
140807,0.5,1
140866,0.4,2
140907,0.6,3
140938,0.2,1
141182,0.0,0
141301,0.75,6
141355,1.0,1
141377,0.125,1
141430,0.6666666666666666,2
141497,0.5,2
141506,0.75,3
141648,0.0,0
141766,0.25,1
141823,0.3333333333333333,1
141827,0.4,2
141949,1.0,1
142092,0.2,1
142310,0.6666666666666666,2
142324,0.5,3
142326,0.4,2
142339,0.0,0
142819,0.6666666666666666,2
142935,0.25,1
142990,0.0,0
142998,0.5,4
143350,0.6,3
143711,0.8,4
143741,0.0,0
143752,0.0,0
143755,0.0,0
143854,0.0,0
144448,0.0,0
144562,0.0,0
144745,0.3333333333333333,2
144747,0.0,0
144801,0.5,2
144895,0.3333333333333333,1
144908,0.6,3
144923,0.25,1
144959,0.375,3
145114,0.0,0
145130,0.5,1
145188,0.2,1
145280,0.6,3
145282,1.0,1
145388,1.0,1
145490,1.0,1
145544,0.2,1
145578,0.0,0
145640,0.16666666666666666,1
145770,0.0,0
146089,0.25,1
146125,0.5555555555555556,5
146165,1.0,1
146188,0.5,1
146192,1.0,1
146455,0.0,0
146485,1.0,1
146503,0.5,1
146600,0.75,3
146651,1.0,1
146666,0.3333333333333333,1
146679,1.0,1
146738,0.25,1
146943,0.0,0
146974,0.75,3
147168,0.6666666666666666,2
147307,0.3333333333333333,1
147328,0.6,3
147675,1.0,2
147715,0.6,3
147756,0.3333333333333333,2
147793,1.0,2
147876,0.5,1
148008,0.2,1
148282,1.0,2
148328,1.0,1
148414,1.0,1
148427,0.25,1
148515,1.0,2
148931,1.0,1
148993,0.2857142857142857,2
149178,0.5,2
149567,1.0,1
149680,0.5,1
149693,0.0,0
149741,0.5,2
149962,0.6666666666666666,2
149964,1.0,1
150121,0.625,5
150282,0.6,3
150398,0.0,0
150578,0.6666666666666666,2
150763,0.3333333333333333,1
151358,0.5,1
151465,0.0,0
151549,0.5,1
151587,0.75,3
151697,0.6666666666666666,2
151745,0.3333333333333333,1
151800,1.0,1
151917,0.375,3
152037,0.5,2
152153,0.0,0
152320,0.5555555555555556,5
152428,0.0,0
152524,0.3333333333333333,1
152587,0.2,1
152626,0.2857142857142857,2
152668,0.6,3
152671,0.0,0
152867,0.2,1
152887,0.6666666666666666,2
152910,0.5,1
152917,0.3333333333333333,1
152929,0.3333333333333333,1
152962,0.25,1
152973,0.0,0
153110,0.25,1
153170,0.2,1
153212,0.5,1
153611,0.0,0
153687,0.6666666666666666,2
153704,0.14285714285714285,1
153785,0.25,1
153788,0.5714285714285714,4
154011,0.3333333333333333,1
154027,0.0,0
154057,0.0,0
154059,0.2,1
154073,0.3333333333333333,1
154125,0.0,0
154191,1.0,1
154540,0.6,3
154570,0.25,1
154697,0.0,0
155067,0.0,0
155158,1.0,1
155256,0.3333333333333333,1
155298,0.42857142857142855,3
155484,0.6,3
155511,0.6666666666666666,2
155550,0.0,0
155631,0.5,1
155735,0.4,2
155854,0.0,0
155938,1.0,1
155956,0.5,1
155963,0.0,0
155984,0.375,3
156127,0.5,1
156171,0.6,3
156311,0.0,0
156358,1.0,1
156594,0.5,2
156755,0.0,0
156783,0.0,0
156788,0.5,3
156835,0.0,0
157060,0.0,0
157225,0.5,2
157276,0.6,3
157298,0.5,1
157308,0.75,3
157310,0.4166666666666667,5
157568,0.0,0
157647,0.0,0
157752,0.6,3
157795,0.8,4
158575,0.6,3
158611,1.0,1
158707,0.0,0
158708,0.6666666666666666,2
158831,0.6666666666666666,2
159287,0.0,0
159293,1.0,1
159484,0.0,0
159571,0.0,0
159596,0.6666666666666666,2
159906,1.0,1
159925,0.6,3
159947,0.25,1
159954,0.6666666666666666,2
160005,0.0,0
160026,0.3333333333333333,1
160178,1.0,1
160181,0.3333333333333333,1
160193,0.0,0
160262,0.25,1
160300,0.6666666666666666,2
160310,0.0,0
160401,0.0,0
160472,1.0,2
160479,0.5,1
160536,0.0,0
160720,0.4,2
160934,0.4,2
160945,0.5,1
160946,0.0,0
161286,0.0,0
161491,1.0,3
161658,0.2,1
161678,0.4,2
161781,0.5714285714285714,4
161811,0.0,0
161837,0.0,0
161878,0.75,3
162210,0.5,2
162337,1.0,2
162646,0.3333333333333333,1
162650,0.2,1
162809,0.25,1
162901,0.2,1
162984,1.0,3
163067,0.5714285714285714,4
163120,0.0,0
163332,1.0,1
163962,0.0,0
163996,1.0,1
164148,0.0,0
164211,0.0,0
164259,0.3333333333333333,1
164451,0.8,4
164708,0.6,3
164922,0.4,2
164935,0.3333333333333333,1
164944,1.0,3
164968,0.4444444444444444,4
165099,1.0,1
165178,0.5,2
165226,0.6666666666666666,2
165243,0.6,3
165376,0.3333333333333333,1
165421,0.3333333333333333,1
165498,1.0,1
165509,1.0,3
165617,0.3333333333333333,1
165647,0.25,2
165733,0.6,6
165806,0.6666666666666666,2
165823,0.0,0
165898,0.3333333333333333,1
165904,0.0,0
166123,0.2,1
166160,0.8,4
166183,0.5,2
166327,0.0,0
166342,0.4,2
166421,0.6666666666666666,2
166607,0.0,0
166713,1.0,3
166988,0.75,3
167106,0.0,0
167123,1.0,1
167557,0.75,3
167717,0.2,1
167759,1.0,1
167791,0.5714285714285714,4
167906,0.0,0
167945,1.0,1
167961,0.6,3
168178,0.0,0
168229,0.25,1
168243,0.0,0
168843,0.0,0
168845,0.0,0
168936,0.0,0
169008,0.3333333333333333,1
169079,0.6666666666666666,2
169213,0.0,0
169297,0.8,4
169380,1.0,2
169400,0.4,2
169490,0.4,2
169515,0.0,0
169555,0.0,0
169596,0.6,3
169700,0.5,2
169858,1.0,1
169894,0.8333333333333334,5
169908,0.5,2
170025,0.2,1
170030,0.0,0
170165,0.25,1
170356,0.5,2
170519,0.0,0
170864,0.0,0
170874,0.75,3
170936,0.5,1
170943,0.2,1
171107,0.5,2
171304,0.5,2
171334,0.4,2
171377,0.0,0
171549,1.0,2
171692,0.6666666666666666,4
171751,0.4,2
171843,0.3333333333333333,1
171896,0.4,2
172112,0.0,0
172137,0.6666666666666666,2
172301,0.5,2
172493,0.0,0
172797,0.0,0
172965,0.3,3
173004,0.5,3
173163,0.3333333333333333,1
173316,0.5,1
173335,0.0,0
173341,0.4,2
173370,0.5,1
173412,0.5,3
173710,0.5,2
173834,1.0,2
174010,0.6666666666666666,2
174024,0.4,2
174094,0.0,0
174155,0.0,0
174222,0.6,3
174321,0.25,1
174436,0.3333333333333333,1
174440,0.3333333333333333,1
174468,1.0,4
174487,0.3333333333333333,1
174512,0.2,1
174745,0.6666666666666666,2
174782,0.3333333333333333,1
174805,0.0,0
174807,0.0,0
175392,0.3333333333333333,1
175447,0.2,1
175453,0.3333333333333333,1
175490,1.0,2
175638,0.0,0
175772,0.75,3
175804,0.3333333333333333,1
175932,0.5,1
175940,0.0,0
175991,0.25,1
176086,0.4,2
176092,0.5,2
177186,0.0,0
177333,0.5,2
177354,0.5,2
177472,0.0,0
177492,0.0,0
177554,0.0,0
177568,0.6666666666666666,2
177639,0.6,3
177781,0.5,1
177817,0.5,2
177967,0.5,1
177981,0.0,0
178020,0.0,0
178072,0.5,4
178118,0.6666666666666666,2
178179,0.4,2
178258,0.6666666666666666,4
178496,1.0,1
178639,0.5,1
178654,0.0,0
178738,1.0,2
178935,0.5,1
178963,1.0,1
179073,0.0,0
179081,1.0,2
179254,0.0,0
179297,0.0,0
179605,0.0,0
179718,0.3333333333333333,1
179892,0.8,4
179904,0.3333333333333333,2
180651,0.0,0
180667,0.0,0
180753,0.5,1
180958,0.0,0
180974,0.0,0
180976,1.0,1
181251,0.6666666666666666,2
181316,0.5,1
181508,0.0,0
181719,0.5,1
181861,0.0,0
181992,0.5,1
182400,0.25,1
182468,0.6666666666666666,2
182661,1.0,2
182824,1.0,4
182854,0.0,0
183057,0.8,4
183096,0.0,0
183287,0.6,3
183331,0.42857142857142855,3
183429,0.0,0
183714,0.4,2
183806,0.5,1
183947,0.3333333333333333,1
184025,0.75,3
184129,0.0,0
184137,0.0,0
184234,0.2,1
184236,0.0,0
184271,0.0,0
184409,0.0,0
184473,0.0,0
184583,0.25,1
184627,0.7,7
184720,0.4,4
184897,0.6,3
184925,0.25,1
184968,0.5,2
184972,1.0,1
185021,0.0,0
185024,0.5,3
185057,0.3333333333333333,2
185127,0.2,1
185240,0.25,1
185349,0.0,0
185350,0.5,1
185439,0.25,1
185451,0.0,0
185496,0.5,1
185597,0.25,1
185994,1.0,1
186149,0.6,3
186380,0.0,0
186476,0.5,2
186565,0.5,1
186670,1.0,1
186780,1.0,3
186988,1.0,1
187100,0.75,3
187199,0.6,3
