id_student,text
116541,This module is interesting
116541,I like the assignments
116692,Reading course material
116692,This module is interesting
118983,I like the assignments
118983,Submitted the quiz
118983,This module is interesting
118983,I might drop this course
118983,I enjoy the course
123044,I am confused about the lecture
123044,I might drop this course
123044,The assignment is too hard
123044,Working on the assignment
127582,I enjoy the course
129955,This module is interesting
132976,Checking the forum
134143,Working on the assignment
134143,I might drop this course
135335,Checking the forum
135335,Checking the forum
135335,Working on the assignment
135335,I am confused about the lecture
135335,The assignment is too hard
135400,This module is interesting
135400,Submitted the quiz
135400,Checking the forum
135400,This module is interesting
137873,I might drop this course
137873,I like the assignments
141355,Checking the forum
141377,I am falling behind
141377,Working on the assignment
141377,The lectures are clear
142326,I enjoy the course
142326,I am confused about the lecture
142326,The lectures are clear
142326,The assignment is too hard
142326,Reading course material
144801,I might drop this course
144801,The lectures are clear
144801,I like the assignments
144801,I might drop this course
145130,I am confused about the lecture
145130,I like the assignments
146188,The assignment is too hard
146188,This module is interesting
147756,Submitted the quiz
147793,I am confused about the lecture
147793,I might drop this course
148993,Submitted the quiz
148993,Reading course material
148993,I like the assignments
148993,The lectures are clear
148993,Submitted the quiz
151358,The lectures are clear
151358,Checking the forum
155550,I like the assignments
155550,Submitted the quiz
155854,Submitted the quiz
155854,Reading course material
155854,I like the assignments
155854,I like the assignments
155984,Reading course material
155984,The assignment is too hard
155984,I am falling behind
157568,I like the assignments
159954,The assignment is too hard
164259,This module is interesting
164259,I like the assignments
164259,I am confused about the lecture
167906,I enjoy the course
167906,Submitted the quiz
168936,Reading course material
168936,This module is interesting
172112,I like the assignments
172797,Reading course material
172797,Working on the assignment
174782,Working on the assignment
174782,Working on the assignment
174782,I am confused about the lecture
175392,This module is interesting
175392,Checking the forum
175392,The lectures are clear
175932,The lectures are clear
175932,I am confused about the lecture
175991,I like the assignments
175991,Checking the forum
175991,Working on the assignment
175991,The lectures are clear
180753,This module is interesting
180753,I am falling behind
181316,I like the assignments
181316,I am falling behind
183096,This module is interesting
183947,The assignment is too hard
183947,I like the assignments
183947,The lectures are clear
184271,Submitted the quiz
184271,I enjoy the course
185439,The lectures are clear
185439,This module is interesting
185439,I might drop this course
185439,The lectures are clear
186149,The assignment is too hard
186149,I am confused about the lecture
186149,Reading course material
186149,I am confused about the lecture
186149,Reading course material
187100,The lectures are clear
187100,I might drop this course
187100,Checking the forum
187100,I am confused about the lecture
188278,Reading course material
188278,Submitted the quiz
188278,Working on the assignment
188278,The assignment is too hard
189879,I like the assignments
189879,The lectures are clear
189879,The assignment is too hard
192183,I am falling behind
192183,I enjoy the course
192183,I enjoy the course
195262,Checking the forum
195262,The lectures are clear
195262,I enjoy the course
195262,I like the assignments
195262,I am falling behind
200860,I am confused about the lecture
200860,I enjoy the course
202635,I enjoy the course
202635,I am falling behind
202635,I might drop this course
205350,The lectures are clear
205350,The lectures are clear
205350,I am falling behind
205719,I am falling behind
205719,The lectures are clear
205719,I am falling behind
205719,I like the assignments
227499,I am falling behind
227499,I am falling behind
227499,The lectures are clear
227499,I enjoy the course
227517,I am confused about the lecture
227517,I enjoy the course
227517,I am falling behind
227517,Reading course material
228082,I enjoy the course
228082,The lectures are clear
228082,I like the assignments
228082,The lectures are clear
228222,I enjoy the course
229179,I am falling behind
229179,The lectures are clear
229361,Working on the assignment
229361,I might drop this course
229361,I might drop this course
229361,The lectures are clear
231554,Reading course material
231554,I am falling behind
231554,I like the assignments
235507,I like the assignments
235507,This module is interesting
235507,I am falling behind
235507,Reading course material
236284,This module is interesting
236284,Checking the forum
236284,I am confused about the lecture
238007,The assignment is too hard
238007,The assignment is too hard
238007,I am falling behind
238007,Working on the assignment
240712,Submitted the quiz
240884,I like the assignments
240884,I am falling behind
240884,Submitted the quiz
240884,Checking the forum
240884,Reading course material
241649,This module is interesting
241649,Checking the forum
241649,I am confused about the lecture
241649,The assignment is too hard
241729,Checking the forum
241729,Submitted the quiz
241729,Working on the assignment
241729,I am confused about the lecture
242793,The assignment is too hard
242793,The lectures are clear
242793,Submitted the quiz
246834,I am falling behind
246834,Reading course material
246834,I like the assignments
248270,I like the assignments
248270,Working on the assignment
255548,Submitted the quiz
255548,I am confused about the lecture
255548,The assignment is too hard
255548,I like the assignments
255548,I enjoy the course
256815,I like the assignments
256815,Checking the forum
256815,I might drop this course
256815,Submitted the quiz
256815,I am confused about the lecture
258392,Submitted the quiz
258392,I might drop this course
258894,This module is interesting
258894,The assignment is too hard
258894,Working on the assignment
260355,Working on the assignment
262011,Reading course material
262011,This module is interesting
262011,I am falling behind
262011,The assignment is too hard
262011,This module is interesting
262934,Checking the forum
262934,The assignment is too hard
268073,I like the assignments
268073,I am falling behind
268073,Checking the forum
268073,Reading course material
268073,Reading course material
268733,The assignment is too hard
268733,The assignment is too hard
268733,Working on the assignment
268733,The assignment is too hard
271251,This module is interesting
271251,I enjoy the course
271251,Working on the assignment
277880,I am falling behind
277880,This module is interesting
277880,I am falling behind
279572,I might drop this course
279572,I enjoy the course
281022,Reading course material
281022,This module is interesting
281022,I might drop this course
281022,I enjoy the course
281022,The lectures are clear
281250,This module is interesting
281589,I am confused about the lecture
281589,The assignment is too hard
282821,I like the assignments
286488,Submitted the quiz
286488,The assignment is too hard
287548,I like the assignments
290201,The assignment is too hard
290757,I enjoy the course
291334,This module is interesting
291334,Working on the assignment
291334,The lectures are clear
292923,I like the assignments
292923,Working on the assignment
292923,Submitted the quiz
293699,Working on the assignment
293699,I like the assignments
293699,I enjoy the course
293699,Submitted the quiz
293699,I like the assignments
294570,I am confused about the lecture
294570,Submitted the quiz
294570,Submitted the quiz
294570,The assignment is too hard
294594,Working on the assignment
294594,I am confused about the lecture
294594,Reading course material
294594,The lectures are clear
295741,The lectures are clear
295741,Reading course material
295741,I am falling behind
296332,The assignment is too hard
296332,Reading course material
296332,I like the assignments
296332,Reading course material
298696,Reading course material
298696,I enjoy the course
298696,I enjoy the course
298696,Checking the forum
298696,The lectures are clear
300398,I like the assignments
300398,I like the assignments
300398,Working on the assignment
300398,This module is interesting
302302,I am falling behind
302302,Reading course material
302302,Submitted the quiz
302302,The lectures are clear
302302,Reading course material
305152,Checking the forum
305152,I like the assignments
305152,Reading course material
305386,Checking the forum
305386,This module is interesting
305386,Reading course material
305386,Reading course material
305386,This module is interesting
305539,The lectures are clear
305539,Checking the forum
305539,Submitted the quiz
306107,I am falling behind
306107,Reading course material
306107,Working on the assignment
306107,I might drop this course
306466,The lectures are clear
306466,I might drop this course
306466,I am falling behind
306466,Checking the forum
306897,I am falling behind
306897,I like the assignments
306897,Submitted the quiz
307061,I am confused about the lecture
307061,The lectures are clear
307061,I like the assignments
307866,I am falling behind
307866,Working on the assignment
307866,The lectures are clear
307866,Checking the forum
307866,Submitted the quiz
311917,Working on the assignment
311917,Working on the assignment
311917,I am falling behind
312537,I enjoy the course
312537,Checking the forum
312782,I enjoy the course
312782,This module is interesting
312782,Reading course material
312782,Reading course material
318933,The lectures are clear
318933,I enjoy the course
319047,I might drop this course
319047,The lectures are clear
319047,Submitted the quiz
319047,The assignment is too hard
319047,I am falling behind
321942,I like the assignments
321942,This module is interesting
321942,I enjoy the course
321942,The assignment is too hard
324002,I am confused about the lecture
324002,Working on the assignment
324002,I might drop this course
324084,I like the assignments
324282,I am confused about the lecture
324282,Working on the assignment
324282,This module is interesting
324282,The lectures are clear
331358,This module is interesting
331358,Reading course material
331358,This module is interesting
331358,Submitted the quiz
331358,I might drop this course
332789,I like the assignments
333059,I like the assignments
333059,I enjoy the course
333059,The lectures are clear
333059,Reading course material
333059,I enjoy the course
333323,I might drop this course
333323,I am confused about the lecture
333323,This module is interesting
333323,The assignment is too hard
334259,The lectures are clear
334259,I am confused about the lecture
334333,I am falling behind
334333,This module is interesting
335764,I enjoy the course
335764,Submitted the quiz
335764,I might drop this course
335764,I am confused about the lecture
335764,The lectures are clear
336207,I enjoy the course
336207,The assignment is too hard
336207,I am falling behind
339972,This module is interesting
339972,I am confused about the lecture
339972,Submitted the quiz
339972,Reading course material
339972,The lectures are clear
341872,The assignment is too hard
342007,I am confused about the lecture
342007,I might drop this course
342007,Submitted the quiz
342007,I like the assignments
342514,I enjoy the course
342972,Working on the assignment
343446,Working on the assignment
343446,I might drop this course
343446,I like the assignments
344282,Working on the assignment
344282,This module is interesting
344282,Checking the forum
344282,I am falling behind
345068,Working on the assignment
345357,I might drop this course
345357,This module is interesting
345357,Reading course material
345357,This module is interesting
345357,Checking the forum
346025,This module is interesting
346843,Working on the assignment
346843,The assignment is too hard
346843,I like the assignments
346843,I might drop this course
346843,This module is interesting
350188,I like the assignments
350188,I might drop this course
350188,I am falling behind
350188,This module is interesting
354858,I am confused about the lecture
354858,This module is interesting
354858,I enjoy the course
357668,The lectures are clear
357668,I might drop this course
357668,I enjoy the course
357668,I am falling behind
364177,This module is interesting
364177,Submitted the quiz
364177,This module is interesting
365244,This module is interesting
365244,This module is interesting
365244,I am confused about the lecture
365244,Working on the assignment
365244,I might drop this course
365642,The assignment is too hard
365642,Working on the assignment
365642,The lectures are clear
365642,Working on the assignment
365642,I might drop this course
366483,I like the assignments
368194,This module is interesting
368194,Working on the assignment
368194,Submitted the quiz
368824,Reading course material
368824,Reading course material
368824,I enjoy the course
368824,Working on the assignment
368824,Working on the assignment
368963,I enjoy the course
368963,The assignment is too hard
368963,I like the assignments
368963,I am falling behind
368963,I like the assignments
376439,I am falling behind
376439,The lectures are clear
376439,Submitted the quiz
376581,I like the assignments
376581,The assignment is too hard
380953,Working on the assignment
380953,Working on the assignment
383254,I enjoy the course
383254,Reading course material
383254,I like the assignments
386924,I might drop this course
386952,I enjoy the course
386952,Working on the assignment
386952,I like the assignments
386952,I am confused about the lecture
386952,The lectures are clear
388722,Working on the assignment
388722,I like the assignments
388722,This module is interesting
388722,I like the assignments
388722,Checking the forum
388885,Reading course material
388885,Reading course material
388885,I might drop this course
388885,The assignment is too hard
390890,I like the assignments
390890,I might drop this course
390890,I am confused about the lecture
390890,Submitted the quiz
390890,Reading course material
392756,I like the assignments
392756,The lectures are clear
392756,I like the assignments
392756,I am confused about the lecture
392931,Submitted the quiz
392931,I enjoy the course
393207,Working on the assignment
393207,The assignment is too hard
393207,The lectures are clear
393207,I enjoy the course
393207,I am confused about the lecture
396872,Submitted the quiz
396872,The assignment is too hard
396872,I like the assignments
398552,The lectures are clear
398552,Submitted the quiz
401869,Reading course material
401869,I am confused about the lecture
401869,I am confused about the lecture
401869,I am falling behind
401869,I am falling behind
402470,This module is interesting
404804,Reading course material
404804,Reading course material
404804,The lectures are clear
404804,I am confused about the lecture
404804,I like the assignments
405088,I am falling behind
405961,I might drop this course
405961,Reading course material
405961,I enjoy the course
405961,Working on the assignment
405961,Submitted the quiz
414117,Submitted the quiz
414117,I might drop this course
415969,I enjoy the course
420087,I might drop this course
420087,Reading course material
420087,I am confused about the lecture
420087,Reading course material
429958,The assignment is too hard
429958,I am confused about the lecture
429958,Submitted the quiz
429958,The assignment is too hard
429958,The assignment is too hard
441018,The lectures are clear
441018,I enjoy the course
441018,The assignment is too hard
441018,Reading course material
441888,I might drop this course
441888,Reading course material
441888,Working on the assignment
441888,I am confused about the lecture
442442,Checking the forum
442442,I enjoy the course
442442,This module is interesting
444677,I am falling behind
444677,This module is interesting
444677,Working on the assignment
444677,I am falling behind
444677,Reading course material
470588,I like the assignments
470588,Submitted the quiz
470588,I might drop this course
470588,I might drop this course
489455,Reading course material
489455,The assignment is too hard
489455,Submitted the quiz
489455,I enjoy the course
494424,The lectures are clear
494424,I am falling behind
494424,I am confused about the lecture
494424,I might drop this course
494424,Working on the assignment
495284,Reading course material
495284,I enjoy the course
495284,This module is interesting
495284,I am falling behind
498857,Working on the assignment
498857,I like the assignments
498857,I might drop this course
508818,The assignment is too hard
508818,I am falling behind
508818,Checking the forum
512460,This module is interesting
544103,I enjoy the course
544103,Submitted the quiz
544103,Checking the forum
544103,I might drop this course
544103,I am falling behind
550383,Reading course material
550383,Submitted the quiz
550383,The assignment is too hard
550383,The assignment is too hard
564450,Reading course material
564450,I enjoy the course
564450,I enjoy the course
568601,I am falling behind
572652,I am confused about the lecture
572652,Submitted the quiz
572652,This module is interesting
572652,I am confused about the lecture
572652,Reading course material
580389,Checking the forum
580389,I might drop this course
580389,The lectures are clear
581129,I like the assignments
581129,The assignment is too hard
581129,Working on the assignment
581129,Working on the assignment
588775,I am confused about the lecture
588775,I am falling behind
588775,I enjoy the course
588775,Reading course material
588775,The lectures are clear
591774,The assignment is too hard
591774,The lectures are clear
603861,Working on the assignment
606143,This module is interesting
606143,I like the assignments
606143,I am confused about the lecture
704156,I enjoy the course
704156,The lectures are clear
704156,I enjoy the course
704156,I might drop this course
704156,I enjoy the course
705379,Submitted the quiz
705379,Checking the forum
721259,Submitted the quiz
721259,The assignment is too hard
721259,I like the assignments
721259,I enjoy the course
749412,I might drop this course
749412,I enjoy the course
760729,Reading course material
760729,Checking the forum
760729,Submitted the quiz
905042,This module is interesting
905042,I am falling behind
905042,Working on the assignment
949618,This module is interesting
949618,Working on the assignment
958987,I am confused about the lecture
958987,I am confused about the lecture
968578,I like the assignments
969076,Submitted the quiz
971027,I am confused about the lecture
971027,Reading course material
978739,I enjoy the course
978739,The lectures are clear
978739,The assignment is too hard
978739,I like the assignments
978739,I am confused about the lecture
1035023,I like the assignments
1105478,I like the assignments
1105478,I am confused about the lecture
1352868,Checking the forum
1352868,Checking the forum
1352868,I might drop this course
1352868,I enjoy the course
1352868,The lectures are clear
1401935,I like the assignments
1401935,The assignment is too hard
1401935,This module is interesting
1401935,I like the assignments
1402638,I might drop this course
1402638,Checking the forum
1402638,The lectures are clear
1414443,I might drop this course
1456619,I like the assignments
1456619,Submitted the quiz
1456619,I am falling behind
1456619,Working on the assignment
1456619,Reading course material
1465690,Checking the forum
1465690,I enjoy the course
1465690,I am falling behind
1465690,The lectures are clear
1465690,Reading course material
1472925,I am confused about the lecture
1488959,This module is interesting
1488959,Working on the assignment
1488959,Working on the assignment
1518989,Working on the assignment
1518989,The lectures are clear
1618738,The assignment is too hard
1618738,I enjoy the course
1618738,The assignment is too hard
1618738,This module is interesting
1620151,I enjoy the course
1626710,I am confused about the lecture
1626710,The assignment is too hard
1626710,I might drop this course
1626710,Reading course material
1626710,I might drop this course
1640609,The lectures are clear
1640609,The lectures are clear
1640609,I like the assignments
1686521,I like the assignments
1686521,I enjoy the course
1686521,I am falling behind
1729319,Checking the forum
1746134,The assignment is too hard
1746134,I like the assignments
1758449,Checking the forum
1758449,I am falling behind
1758449,I enjoy the course
1763015,I like the assignments
1763015,I enjoy the course
1763015,Working on the assignment
1763015,Submitted the quiz
1763015,I enjoy the course
1765788,I might drop this course
1765788,I like the assignments
1765788,Submitted the quiz
1765788,I enjoy the course
1765788,I am falling behind
1801229,I might drop this course
1801229,I might drop this course
1801641,Working on the assignment
1801641,I am falling behind
1801641,Submitted the quiz
1801641,The lectures are clear
1847830,Checking the forum
1860318,I might drop this course
1860318,The assignment is too hard
1860318,Working on the assignment
1860318,The lectures are clear
1889511,This module is interesting
1889511,I am falling behind
1889577,Submitted the quiz
1889577,Working on the assignment
1894188,Working on the assignment
1894188,Reading course material
1894188,The lectures are clear
1894188,The assignment is too hard
1894188,I am falling behind
1938355,I enjoy the course
1938355,The lectures are clear
1938355,I might drop this course
1938355,The lectures are clear
1938355,I enjoy the course
1942396,This module is interesting
1942396,I might drop this course
1942396,This module is interesting
1942396,I might drop this course
1942396,Working on the assignment
1970390,I like the assignments
1970390,I like the assignments
1970390,This module is interesting
1970390,Working on the assignment
1970390,Submitted the quiz
1976139,Working on the assignment
1976139,I like the assignments
2011876,I might drop this course
2012966,Submitted the quiz
2051699,I like the assignments
2051699,I am confused about the lecture
2051699,I am confused about the lecture
2051699,Reading course material
2062879,I am confused about the lecture
2062879,I am falling behind
2062879,Working on the assignment
2062879,I might drop this course
2062879,Working on the assignment
2065691,Working on the assignment
2073016,The assignment is too hard
2073016,The lectures are clear
2080474,I enjoy the course
2080474,The assignment is too hard
2080474,I like the assignments
2080474,I might drop this course
2080474,I might drop this course
2083877,This module is interesting
2084066,The assignment is too hard
2104505,I like the assignments
2104505,Submitted the quiz
2104505,I am confused about the lecture
2104505,I am falling behind
2104505,I like the assignments
2122180,I like the assignments
2122180,I am falling behind
2139353,Submitted the quiz
2143752,The lectures are clear
2143752,I like the assignments
2143752,Submitted the quiz
2146792,I might drop this course
2146792,Checking the forum
2146792,Checking the forum
2146792,This module is interesting
2149225,Working on the assignment
2149225,I like the assignments
2153153,I enjoy the course
2153153,I might drop this course
2153153,I am confused about the lecture
2155014,Checking the forum
2155014,I like the assignments
2164705,I enjoy the course
2164705,I enjoy the course
2164705,Checking the forum
2164705,Reading course material
2164705,The assignment is too hard
2171627,Checking the forum
2171627,Submitted the quiz
2171627,Submitted the quiz
2171627,I am falling behind
2171627,Checking the forum
2182846,The assignment is too hard
2182846,I am confused about the lecture
2182846,I like the assignments
2182846,Reading course material
2182846,Submitted the quiz
2194100,I am falling behind
2194100,Checking the forum
2194100,Working on the assignment
2194100,Working on the assignment
2197016,The lectures are clear
2197016,Reading course material
2197016,Checking the forum
2197016,I am falling behind
2197016,I might drop this course
2208424,I like the assignments
2208424,I like the assignments
2208424,Submitted the quiz
2208424,I am confused about the lecture
2208424,I like the assignments
2229865,Checking the forum
2229865,Reading course material
2229865,I enjoy the course
2229865,The assignment is too hard
2255601,Working on the assignment
2255601,The assignment is too hard
2268379,Working on the assignment
2268379,Submitted the quiz
2278464,This module is interesting
2278464,I enjoy the course
2278464,Checking the forum
2278464,The assignment is too hard
2293923,Working on the assignment
2312620,I might drop this course
2312620,I am falling behind
2318055,I enjoy the course
2318055,The assignment is too hard
2318055,I am confused about the lecture
2318055,Working on the assignment
2318055,Reading course material
2324976,The assignment is too hard
2324976,The assignment is too hard
2324976,Checking the forum
2324976,Checking the forum
2329342,I am falling behind
2329342,I am confused about the lecture
2329342,I like the assignments
2339528,I might drop this course
2339528,I am confused about the lecture
2339528,I am confused about the lecture
2342426,This module is interesting
2342426,The assignment is too hard
2342426,Reading course material
2342426,The assignment is too hard
2342426,This module is interesting
2344901,I am falling behind
2344901,The lectures are clear
2358056,This module is interesting
2358056,I am confused about the lecture
2358969,I am falling behind
2358969,I am confused about the lecture
2358969,Checking the forum
2358969,The lectures are clear
2364471,Submitted the quiz
2364471,I enjoy the course
2364471,I like the assignments
2364471,Checking the forum
2364471,This module is interesting
2365101,I enjoy the course
2365101,The lectures are clear
2365101,I enjoy the course
2365101,I might drop this course
2365101,The lectures are clear
2367155,I enjoy the course
2367155,I might drop this course
2367155,This module is interesting
2367155,Working on the assignment
2367155,The lectures are clear
2369266,I might drop this course
2369266,Submitted the quiz
2369266,This module is interesting
2369266,I like the assignments
2376496,The assignment is too hard
2376496,The lectures are clear
2376496,The assignment is too hard
2376496,Reading course material
2391984,The lectures are clear
2391984,Working on the assignment
2391984,Checking the forum
2391984,I might drop this course
2411661,Checking the forum
2411661,I am falling behind
2411661,The assignment is too hard
2411778,Submitted the quiz
2411778,I am falling behind
2412002,The lectures are clear
2412967,The lectures are clear
2412967,This module is interesting
2412967,The lectures are clear
2412967,The lectures are clear
2412967,Working on the assignment
2429854,Submitted the quiz
2429854,I like the assignments
2429854,This module is interesting
2429854,I like the assignments
2429854,Submitted the quiz
2437837,This module is interesting
2437837,Checking the forum
2437837,Working on the assignment
2437837,The assignment is too hard
2437837,The lectures are clear
2449878,I enjoy the course
2449878,The assignment is too hard
2456480,I am falling behind
2457256,Working on the assignment
2457256,Checking the forum
2457256,I am confused about the lecture
2457256,Checking the forum
2458355,I enjoy the course
2458355,The assignment is too hard
2458355,Reading course material
2458355,I am falling behind
2460080,I am falling behind
2460080,I am confused about the lecture
2460080,Working on the assignment
2460080,I am confused about the lecture
2460080,The lectures are clear
2461190,I am falling behind
2461190,I enjoy the course
2461190,Checking the forum
2469673,Reading course material
2469673,I am confused about the lecture
2469673,Checking the forum
2469673,Working on the assignment
2470694,I am confused about the lecture
2479954,Checking the forum
2479954,I like the assignments
2479954,I enjoy the course
2479954,I am confused about the lecture
2481901,I like the assignments
2482700,Checking the forum
2486127,I might drop this course
2498700,Submitted the quiz
2498700,Checking the forum
2498700,The assignment is too hard
2498700,Checking the forum
2498700,Checking the forum
2516503,Checking the forum
2518069,I might drop this course
2521459,I enjoy the course
2521459,I like the assignments
2523736,I enjoy the course
2529279,I am falling behind
2529279,I am confused about the lecture
2529279,Submitted the quiz
2529279,I like the assignments
2529279,I enjoy the course
2532302,Reading course material
2532302,I am confused about the lecture
2532302,Reading course material
2536991,This module is interesting
2542724,The assignment is too hard
2542724,I enjoy the course
2550279,The assignment is too hard
2550279,Reading course material
2550279,Submitted the quiz
2551220,The assignment is too hard
2551220,I enjoy the course
2551220,I am confused about the lecture
2552472,Reading course material
2552472,I enjoy the course
2552472,I am falling behind
2552472,I like the assignments
2552472,Checking the forum
2555340,Reading course material
2555340,Checking the forum
2557283,I might drop this course
2557283,The assignment is too hard
2557283,Checking the forum
2557283,I am confused about the lecture
2559575,I might drop this course
2559575,I enjoy the course
2559575,I am falling behind
2559575,I like the assignments
2562034,Checking the forum
2562034,Reading course material
2562034,Checking the forum
2562034,Checking the forum
2562034,This module is interesting
2566163,I might drop this course
2566592,Checking the forum
2566592,I enjoy the course
2566592,This module is interesting
2566592,I am confused about the lecture
2569324,I might drop this course
2569324,I enjoy the course
2569324,I might drop this course
2569324,The assignment is too hard
2574528,Reading course material
2574528,The lectures are clear
2574528,This module is interesting
2574528,Submitted the quiz
2574528,I like the assignments
2574583,This module is interesting
2574583,This module is interesting
2574583,I like the assignments
2574583,This module is interesting
2576122,This module is interesting
2576122,Submitted the quiz
2576122,Submitted the quiz
2576122,I enjoy the course
2576122,Submitted the quiz
2578995,I enjoy the course
2578995,I am falling behind
2578995,I am confused about the lecture
2578995,I enjoy the course
2586560,I am confused about the lecture
2594139,Checking the forum
2594139,Working on the assignment
2594139,Reading course material
2594139,Working on the assignment
2594139,Checking the forum
2598871,The lectures are clear
2598871,Reading course material
2598871,I might drop this course
2598871,Working on the assignment
2598871,I might drop this course
2599352,Submitted the quiz
2600688,Checking the forum
2600688,This module is interesting
2606098,Reading course material
2606098,Working on the assignment
2606098,The lectures are clear
2613116,I like the assignments
2617002,This module is interesting
2617002,Working on the assignment
2617002,I enjoy the course
2617002,Submitted the quiz
2620584,The lectures are clear
2639449,Reading course material
2639449,Checking the forum
2639449,I like the assignments
2639540,I like the assignments
2639540,The lectures are clear
2639641,Checking the forum
2639641,I like the assignments
2639641,I might drop this course
2639641,I might drop this course
2641155,Submitted the quiz
2641155,Working on the assignment
2641155,The assignment is too hard
2643002,I like the assignments
2643002,This module is interesting
2643002,I enjoy the course
2643002,The assignment is too hard
2645733,Working on the assignment
2649826,Submitted the quiz
2649826,Working on the assignment
2649826,Submitted the quiz
2649826,Reading course material
2650282,I am falling behind
2650282,The assignment is too hard
2664024,I enjoy the course
2664024,The assignment is too hard
2664024,I am confused about the lecture
2666246,Reading course material
2666246,I am confused about the lecture
2669816,Submitted the quiz
2669816,I like the assignments
2671132,Checking the forum
2671132,The assignment is too hard
2671132,The assignment is too hard
2671132,I am falling behind
2671132,This module is interesting
2676809,I am falling behind
2676809,Working on the assignment
2676809,The assignment is too hard
2676809,The assignment is too hard
2678643,I am falling behind
2678643,I am falling behind
2678643,I enjoy the course
2678643,I am confused about the lecture
2685865,Working on the assignment
2685865,I might drop this course
2688067,Working on the assignment
2688067,I like the assignments
2688067,This module is interesting
2688067,The lectures are clear
2688067,I enjoy the course
2689958,I might drop this course
2689958,Submitted the quiz
2689958,I am confused about the lecture
2689958,Checking the forum
2689958,This module is interesting
2691206,The assignment is too hard
2691206,Submitted the quiz
2691206,Reading course material
2691206,I am falling behind
2691244,The lectures are clear
2691244,I like the assignments
2691244,This module is interesting
2691244,This module is interesting
2694424,I enjoy the course
2694424,Reading course material
2694424,I might drop this course
2694424,I am confused about the lecture
2698257,I am confused about the lecture
6516,Checking the forum
24734,The lectures are clear
24734,I am falling behind
24734,This module is interesting
24734,I might drop this course
24734,I am falling behind
26192,The assignment is too hard
26192,I might drop this course
26192,I might drop this course
26192,I might drop this course
28061,I am falling behind
31600,I enjoy the course
31600,Working on the assignment
31600,This module is interesting
31600,Reading course material
46844,I might drop this course
52765,I might drop this course
52765,I am falling behind
52765,The lectures are clear
52765,I might drop this course
55104,I am confused about the lecture
55104,I am falling behind
55104,Working on the assignment
55104,I am falling behind
58071,The lectures are clear
58316,The assignment is too hard
62487,The lectures are clear
62487,The lectures are clear
62487,I am falling behind
63165,This module is interesting
63165,I am falling behind
63165,Reading course material
63165,I enjoy the course
63165,I enjoy the course
65002,I enjoy the course
70011,Checking the forum
70011,I might drop this course
75255,The assignment is too hard
75255,I am confused about the lecture
79403,Checking the forum
79403,Submitted the quiz
85092,The assignment is too hard
85092,Checking the forum
85092,I am confused about the lecture
85092,This module is interesting
85092,Submitted the quiz
85144,This module is interesting
85302,This module is interesting
85302,I might drop this course
85302,Submitted the quiz
87431,Checking the forum
87431,I enjoy the course
94961,The assignment is too hard
